"";"labor.force.participation.rate";"employment.population.ratio";"labor.force";"employment";"unemployment";"unemployment.rate"
"Maryland-2008";69,5;66,3583333333333;3028385;2891045,75;137339,25;4,525
"Maryland-2009";69,3666666666667;64,1166666666667;3050229;2819926,91666667;230302,083333333;7,55
"Maryland-2010";68,6;63,225;3078517,75;2837523,33333333;240994,416666667;7,825
"Maryland-2011";68,0083333333333;63,05;3096908,08333333;2870546,75;226361,333333333;7,31666666666667
"Maryland-2012";67,8333333333333;63,1833333333333;3121324,58333333;2906879,5;214445,083333333;6,86666666666667
"Maryland-2013";67,4583333333333;63,0583333333333;3129499,58333333;2925343,25;204156,333333333;6,51666666666667
"Maryland-2014";66,9;63,075;3124848,08333333;2945698,75;179149,333333333;5,73333333333333
"Maryland-2015";66,8333333333333;63,5;3140166;2983590,66666667;156575,333333333;4,99166666666667
"Maryland-2016";66,925;64,05;3156152,66666667;3020666,16666667;135486,5;4,29166666666667
"Massachusetts-1990";68,5666666666667;64,1916666666667;3231365,83333333;3025421,83333333;205944;6,38333333333333
"Massachusetts-1991";67,8416666666667;61,8416666666667;3185786,16666667;2903811,58333333;281974,583333333;8,85833333333333
"Massachusetts-1992";67,975;61,9833333333333;3184326,5;2904449,33333333;279877,166666667;8,775
"Massachusetts-1993";67,9166666666667;62,95;3187671,91666667;2955090,83333333;232581,083333333;7,3
"Massachusetts-1994";67,8166666666667;63,5916666666667;3196781,83333333;2997556;199225,833333333;6,23333333333333
"Massachusetts-1995";67,4666666666667;63,7916666666667;3202999,75;3028110,33333333;174889,416666667;5,45833333333333
"Massachusetts-1996";67,6916666666667;64,575;3237123,58333333;3087791,83333333;149331,75;4,61666666666667
"Massachusetts-1997";68,5833333333333;65,8;3305704;3171678,16666667;134025,833333333;4,05833333333333
"Massachusetts-1998";68,625;66,3;3331785,58333333;3219173,83333333;112611,75;3,375
"Massachusetts-1999";68,65;66,3833333333333;3359701,91666667;3248959,75;110742,166666667;3,28333333333333
"Massachusetts-2000";67,775;65,8583333333333;3340967,66666667;3246514,58333333;94453,0833333333;2,81666666666667
"Massachusetts-2001";68,1083333333333;65,5166666666667;3386427,08333333;3258080,25;128346,833333333;3,78333333333333
"Massachusetts-2002";68,625;65,0666666666667;3436281;3257060;179221;5,21666666666667
"Massachusetts-2003";67,9833333333333;64,1;3418968,16666667;3223150,25;195817,916666667;5,73333333333333
"Massachusetts-2004";67,4;63,9583333333333;3399677;3225977,08333333;173699,916666667;5,10833333333333
"Massachusetts-2005";66,85;63,675;3385549,58333333;3223258,83333333;162290,75;4,8
"Massachusetts-2006";66,9916666666667;63,825;3411600,16666667;3250525,41666667;161074,75;4,7
"Massachusetts-2007";66,8666666666667;63,8583333333333;3433526,83333333;3278459,66666667;155067,166666667;4,51666666666667
"Massachusetts-2008";66,85;63,2916666666667;3465876,41666667;3281500,83333333;184375,583333333;5,33333333333333
"Massachusetts-2009";66,3;60,925;3471951,33333333;3191218,5;280732,833333333;8,075
"Massachusetts-2010";66,2333333333333;60,8833333333333;3478585,25;3198448;280137,25;8,05833333333333
"Massachusetts-2011";65,8;61,05;3484169,91666667;3232509,33333333;251660,583333333;7,225
"Massachusetts-2012";65,525;61,1416666666667;3506989,75;3271573,83333333;235415,916666667;6,7
"Massachusetts-2013";65,05;60,7416666666667;3517511;3284165,08333333;233345,916666667;6,64166666666667
"Massachusetts-2014";65,35;61,6;3568913,25;3364106,75;204806,5;5,74166666666667
"Massachusetts-2015";65,2166666666667;62,1;3590195,75;3418325,08333333;171870,666666667;4,79166666666667
"Massachusetts-2016";65,25;62,6333333333333;3618191,91666667;3472462,41666667;145729,5;4,04166666666667
"Michigan-1990";65,8;60,7416666666667;4615379,16666667;4260843,58333333;354535,583333333;7,7
"Michigan-1991";65;58,9666666666667;4597712,41666667;4170665,91666667;427046,5;9,28333333333333
"Michigan-1992";65,525;59,5833333333333;4670404,66666667;4247082,83333333;423321,833333333;9,06666666666667
"Michigan-1993";65,85;60,9833333333333;4724986;4376797,25;348188,75;7,35
"Michigan-1994";66,4416666666667;62,4083333333333;4801261;4508913,83333333;292347,166666667;6,08333333333333
"Michigan-1995";66,2916666666667;62,75;4830842,33333333;4574377,83333333;256464,5;5,31666666666667
"Michigan-1996";66,4666666666667;63,225;4892997,75;4653404,91666667;239592,833333333;4,89166666666667
"Michigan-1997";67,05;64,1833333333333;4963254,41666667;4750698,83333333;212555,583333333;4,29166666666667
"Michigan-1998";67,5166666666667;64,8666666666667;5020050,66666667;4820847,83333333;199202,833333333;3,975
"Michigan-1999";68,3;65,7416666666667;5103008,75;4912075,33333333;190933,416666667;3,74166666666667
"Michigan-2000";68,625;66,1;5158466,08333333;4968259,41666667;190206,666666667;3,69166666666667
"Michigan-2001";67,825;64,3333333333333;5136561,91666667;4871147,83333333;265414,083333333;5,15833333333333
"Michigan-2002";66,0833333333333;62;5035814,66666667;4723716,5;312098,166666667;6,19166666666667
"Michigan-2003";65,675;61,0083333333333;5035476,58333333;4678458,5;357018,083333333;7,09166666666667
"Michigan-2004";65,5833333333333;61,025;5053805,25;4702857,91666667;350947,333333333;6,95
"Michigan-2005";65,525;61,075;5070005,16666667;4726095,08333333;343910,083333333;6,79166666666667
"Michigan-2006";65,125;60,55;5056566,16666667;4701053,25;355512,916666667;7,03333333333333
"Michigan-2007";64,2416666666667;59,6916666666667;4995104,16666667;4641232,83333333;353871,333333333;7,08333333333333
"Michigan-2008";63,2583333333333;58,0583333333333;4916605,08333333;4512780,83333333;403824,25;8,21666666666667
"Michigan-2009";62,5583333333333;54,3333333333333;4860985,33333333;4222638,58333333;638346,75;13,1333333333333
"Michigan-2010";61,4333333333333;53,9416666666667;4754752,08333333;4174466,25;580285,833333333;12,1916666666667
"Michigan-2011";60,2;54,1833333333333;4668640,41666667;4201492,83333333;467147,583333333;10,0083333333333
"Michigan-2012";60,1333333333333;54,7083333333333;4686361,75;4262696,66666667;423665,083333333;9,05833333333333
"Michigan-2013";60,5333333333333;55,2583333333333;4737929,25;4324877,75;413051,5;8,725
"Michigan-2014";60,5416666666667;56,1666666666667;4758935,58333333;4415420,08333333;343515,5;7,23333333333333
"Michigan-2015";60,3666666666667;57,1083333333333;4760773,66666667;4502705,41666667;258068,25;5,425
"Michigan-2016";61,25;58,1833333333333;4849105,08333333;4606582,33333333;242522,75;5,00833333333333
"Minnesota-1990";73,2666666666667;69,825;2396233,33333333;2283724;112509,333333333;4,70833333333333
"Minnesota-1991";73,4583333333333;69,7083333333333;2430536,33333333;2306161,16666667;124375,166666667;5,10833333333333
"Minnesota-1992";73,6833333333333;69,9583333333333;2464563,91666667;2340290,41666667;124273,5;5,03333333333333
"Minnesota-1993";74,1;70,5166666666667;2514312,25;2392608,41666667;121703,833333333;4,84166666666667
"Minnesota-1994";75,0083333333333;71,9833333333333;2580703,83333333;2476970,5;103733,333333333;4,01666666666667
"Minnesota-1995";75,3083333333333;72,5166666666667;2626652,91666667;2530289,33333333;96363,5833333333;3,66666666666667
"Minnesota-1996";75,2416666666667;72,4083333333333;2663897,41666667;2562940,58333333;100956,833333333;3,78333333333333
"Minnesota-1997";74,95;72,5416666666667;2687041,75;2600488,25;86553,5;3,225
"Minnesota-1998";74,9;72,9166666666667;2716739,33333333;2644092;72647,3333333333;2,675
"Minnesota-1999";74,7;72,6666666666667;2747707,33333333;2673058,08333333;74649,25;2,70833333333333
"Minnesota-2000";75,025;72,75;2799238,08333333;2714339,08333333;84899;3,03333333333333
"Minnesota-2001";75,3333333333333;72,4833333333333;2847680,5;2740281,5;107399;3,775
"Minnesota-2002";75,1583333333333;71,8;2873470,5;2744959;128511,5;4,46666666666667
"Minnesota-2003";74,9416666666667;71,35;2892974,16666667;2754436,5;138537,666666667;4,78333333333333
"Minnesota-2004";74,2833333333333;70,875;2892047,08333333;2759484,16666667;132562,916666667;4,58333333333333
"Minnesota-2005";73,3583333333333;70,3333333333333;2882139,41666667;2763594,08333333;118545,333333333;4,1
"Minnesota-2006";72,7583333333333;69,7916666666667;2889346,16666667;2771738,58333333;117607,583333333;4,05833333333333
"Minnesota-2007";72,2333333333333;68,9333333333333;2899004,16666667;2766114,58333333;132889,583333333;4,58333333333333
"Minnesota-2008";71,9666666666667;68,0416666666667;2914446,66666667;2755765,16666667;158681,5;5,43333333333333
"Minnesota-2009";71,8;66,1416666666667;2932535,75;2700955,83333333;231579,916666667;7,90833333333333
"Minnesota-2010";71,45;66,1583333333333;2940580,33333333;2723277,5;217302,833333333;7,39166666666667
"Minnesota-2011";71,1166666666667;66,4916666666667;2952236,83333333;2759782,75;192454,083333333;6,525
"Minnesota-2012";70,5083333333333;66,5166666666667;2950439,25;2783839,91666667;166599,333333333;5,65
"Minnesota-2013";70,2;66,6666666666667;2961662,08333333;2812495,41666667;149166,666666667;5,04166666666667
"Minnesota-2014";70,075;67,1;2979740,83333333;2852632;127108,833333333;4,26666666666667
"Minnesota-2015";70,1833333333333;67,525;3005811,33333333;2892147,41666667;113663,916666667;3,79166666666667
"Minnesota-2016";70,025;67,3083333333333;3023731,25;2906932,83333333;116798,416666667;3,875
"Mississippi-1990";62,2083333333333;57,4916666666667;1178343,41666667;1089029;89314,4166666667;7,58333333333333
"Mississippi-1991";61,85;56,6333333333333;1184239,33333333;1084657,83333333;99581,5;8,39166666666667
"Mississippi-1992";61,8166666666667;56,875;1192344,91666667;1097235,25;95109,6666666667;7,975
"Mississippi-1993";62,1833333333333;57,9916666666667;1213023,83333333;1131436,75;81587,0833333333;6,73333333333333
"Mississippi-1994";62,9333333333333;58,975;1243381,66666667;1165128,33333333;78253,3333333333;6,29166666666667
"Mississippi-1995";62,6583333333333;58,775;1254637,83333333;1177020,08333333;77617,75;6,2
"Mississippi-1996";62,3833333333333;58,65;1263496,83333333;1187762,83333333;75734;5,99166666666667
"Mississippi-1997";62,1916666666667;58,6583333333333;1273116;1200601,41666667;72514,5833333333;5,7
"Mississippi-1998";61,7166666666667;58,4916666666667;1276244,83333333;1209436,5;66808,3333333333;5,24166666666667
"Mississippi-1999";61,5833333333333;58,45;1283993,33333333;1218422,58333333;65570,75;5,10833333333333
"Mississippi-2000";62,4833333333333;59,1583333333333;1309984,75;1240061,58333333;69923,1666666667;5,325
"Mississippi-2001";61,5083333333333;58,1333333333333;1294288,08333333;1223221,08333333;71067;5,49166666666667
"Mississippi-2002";61,1333333333333;57,2;1290895,16666667;1208021,5;82873,6666666667;6,425
"Mississippi-2003";61,5166666666667;57,725;1304305,75;1224179,75;80126;6,14166666666667
"Mississippi-2004";61,5833333333333;57,8;1314868,33333333;1234190,41666667;80677,9166666667;6,15833333333333
"Mississippi-2005";61,4583333333333;56,7916666666667;1317097,16666667;1217185,25;99911,9166666667;7,6
"Mississippi-2006";59,6;55,8083333333333;1280594,75;1199090,16666667;81504,5833333333;6,375
"Mississippi-2007";59,5916666666667;55,8916666666667;1293546,16666667;1213779,41666667;79766,75;6,15
"Mississippi-2008";59,15;55,1916666666667;1293745,58333333;1206816,91666667;86928,6666666667;6,70833333333333
"Mississippi-2009";57,6916666666667;52,275;1268741;1150089,5;118651,5;9,35833333333333
"Mississippi-2010";58,7416666666667;52,8333333333333;1308750,08333333;1176978,16666667;131771,916666667;10,0833333333333
"Mississippi-2011";59,9583333333333;54,1083333333333;1346145,66666667;1214611,16666667;131534,5;9,775
"Mississippi-2012";59,0333333333333;53,8333333333333;1330565,91666667;1213118,83333333;117447,083333333;8,825
"Mississippi-2013";56,275;51,475;1273606,41666667;1165487,5;108118,916666667;8,49166666666667
"Mississippi-2014";54,725;50,575;1243839,83333333;1149332,5;94507,3333333333;7,59166666666667
"Mississippi-2015";55,2833333333333;51,7083333333333;1259919,58333333;1178250,41666667;81669,1666666667;6,48333333333333
"Mississippi-2016";55,6666666666667;52,3583333333333;1272080,83333333;1196124,5;75956,3333333333;5,96666666666667
"Missouri-1990";67,5166666666667;63,525;2606793,33333333;2452399,41666667;154393,916666667;5,91666666666667
"Missouri-1991";67,6666666666667;63,2;2633958,83333333;2460870,5;173088,333333333;6,56666666666667
"Missouri-1992";67,375;63,2166666666667;2642546,08333333;2479329,83333333;163216,25;6,175
"Missouri-1993";67,8083333333333;63,6;2686994,83333333;2519906,66666667;167088,166666667;6,225
"Missouri-1994";68,3833333333333;64,85;2740115,33333333;2598469,66666667;141645,666666667;5,175
"Missouri-1995";70,1333333333333;66,7916666666667;2840265;2703787,25;136477,75;4,825
"Missouri-1996";70,725;67,4;2893944,91666667;2757546,25;136398,666666667;4,70833333333333
"Missouri-1997";70,9333333333333;67,8416666666667;2931101,25;2803446,33333333;127654,916666667;4,35
"Missouri-1998";70,7416666666667;67,9;2946422,5;2827807,16666667;118615,333333333;4,03333333333333
"Missouri-1999";70,1583333333333;67,8916666666667;2947411,25;2852438;94973,25;3,23333333333333
"Missouri-2000";70,1666666666667;67,7583333333333;2971885,08333333;2870511,91666667;101373,166666667;3,41666666666667
"Missouri-2001";69,9166666666667;66,775;2987197,83333333;2852849,83333333;134348;4,49166666666667
"Missouri-2002";69,1583333333333;65,5083333333333;2981217,58333333;2823788,83333333;157428,75;5,28333333333333
"Missouri-2003";68,6416666666667;64,75;2982964,5;2814222,16666667;168742,333333333;5,65833333333333
"Missouri-2004";68,2916666666667;64,2833333333333;2995635,91666667;2819680,41666667;175955,5;5,875
"Missouri-2005";67,875;64,2083333333333;3010244,08333333;2847395,08333333;162849;5,4
"Missouri-2006";67,675;64,3583333333333;3036746,91666667;2888520,66666667;148226,25;4,875
"Missouri-2007";67,4666666666667;64,0333333333333;3058358,08333333;2902890,66666667;155467,416666667;5,08333333333333
"Missouri-2008";66,9916666666667;62,8416666666667;3065685,91666667;2875337,66666667;190348,25;6,21666666666667
"Missouri-2009";66,4166666666667;60,4333333333333;3062663,5;2785917,75;276745,75;9,025
"Missouri-2010";65,725;59,4916666666667;3042979,75;2754011,58333333;288968,166666667;9,50833333333333
"Missouri-2011";65,2333333333333;59,5833333333333;3032563,16666667;2770296,75;262266,416666667;8,64166666666667
"Missouri-2012";64,3333333333333;59,7083333333333;3005066,91666667;2789233;215833,916666667;7,19166666666667
"Missouri-2013";64,2166666666667;59,8583333333333;3012429,08333333;2808030,33333333;204398,75;6,775
"Missouri-2014";64,4083333333333;60,4166666666667;3035420;2848543,41666667;186876,583333333;6,15
"Missouri-2015";64,575;61,2916666666667;3057900,91666667;2901888,91666667;156012;5,10833333333333
"Missouri-2016";64,6166666666667;61,675;3072730,58333333;2933058,08333333;139672,5;4,55
"Montana-1990";67,7;63,5916666666667;403218,25;378760,5;24457,75;6,05833333333333
"Montana-1991";66,9;62,2583333333333;402935,666666667;374964,75;27970,9166666667;6,93333333333333
"Montana-1992";68,3666666666667;63,8;418948,75;390854;28094,75;6,70833333333333
"Montana-1993";67,9083333333333;63,75;425395,083333333;399427,666666667;25967,4166666667;6,11666666666667
"Montana-1994";68,1083333333333;64,3666666666667;436413,416666667;412459,583333333;23953,8333333333;5,49166666666667
"Montana-1995";67,5;63,6416666666667;442644,166666667;417372,083333333;25272,0833333333;5,70833333333333
"Montana-1996";67,2;63,4416666666667;448281,166666667;423390,916666667;24890,25;5,55833333333333
"Montana-1997";67,25;63,5583333333333;452791,666666667;427930,5;24861,1666666667;5,5
"Montana-1998";68,3583333333333;64,5416666666667;462540,583333333;436565,583333333;25975;5,60833333333333
"Montana-1999";68,5666666666667;64,9416666666667;466936;442173,333333333;24762,6666666667;5,30833333333333
"Montana-2000";68,4416666666667;65,1333333333333;470102,75;447427,5;22675,25;4,83333333333333
"Montana-2001";67,1083333333333;64,025;465269,916666667;443841;21428,9166666667;4,60833333333333
"Montana-2002";66,6;63,575;466338,583333333;445074,166666667;21264,4166666667;4,55
"Montana-2003";66,4083333333333;63,2583333333333;470433;448164,25;22268,75;4,74166666666667
"Montana-2004";66,6;63,5916666666667;478148,666666667;456583,833333333;21564,8333333333;4,50833333333333
"Montana-2005";66,675;63,9583333333333;485496,166666667;465780,083333333;19716,0833333333;4,06666666666667
"Montana-2006";66,95;64,7333333333333;495219,416666667;478729,5;16489,9166666667;3,34166666666667
"Montana-2007";67,3166666666667;65,0416666666667;505111,666666667;488110,916666667;17000,75;3,35833333333333
"Montana-2008";67,3916666666667;64,2083333333333;512173,916666667;487959,916666667;24214;4,725
"Montana-2009";65,5416666666667;60,8833333333333;502812,583333333;467044,916666667;35767,6666666667;7,11666666666667
"Montana-2010";64,45;59,825;500857,333333333;464850,833333333;36006,5;7,18333333333333
"Montana-2011";63,8583333333333;59,6166666666667;501026,916666667;467780,666666667;33246,25;6,625
"Montana-2012";64,0333333333333;60,3166666666667;506625,416666667;477218,083333333;29407,3333333333;5,8
"Montana-2013";63,95;60,5166666666667;511164;483868,833333333;27295,1666666667;5,34166666666667
"Montana-2014";63,55;60,6;512844,583333333;488949,166666667;23895,4166666667;4,66666666666667
"Montana-2015";63,5583333333333;60,825;517781,666666667;495626,333333333;22155,3333333333;4,29166666666667
"Montana-2016";63,325;60,6;521800,666666667;499299,416666667;22501,25;4,325
"Nebraska-1990";70,9333333333333;69,2583333333333;824510,583333333;804831,5;19679,0833333333;2,375
"Nebraska-1991";71,4333333333333;69,5333333333333;838812,916666667;816528,333333333;22284,5833333333;2,65833333333333
"Nebraska-1992";71,4;69,375;848371,583333333;824192,666666667;24178,9166666667;2,86666666666667
"Nebraska-1993";71,9;69,8833333333333;864070,666666667;840045;24025,6666666667;2,76666666666667
"Nebraska-1994";72,8583333333333;70,9416666666667;884750,333333333;861636;23114,3333333333;2,61666666666667
"Nebraska-1995";73,2666666666667;71,3416666666667;901547,25;877969,583333333;23577,6666666667;2,63333333333333
"Nebraska-1996";73,375;71,4;914483,333333333;889902,833333333;24580,5;2,66666666666667
"Nebraska-1997";73,0833333333333;71,3166666666667;919356,583333333;897040,5;22316,0833333333;2,40833333333333
"Nebraska-1998";73,1583333333333;71,3416666666667;926515,083333333;903346,333333333;23168,75;2,50833333333333
"Nebraska-1999";72,95;70,95;930315,583333333;905035,666666667;25279,9166666667;2,71666666666667
"Nebraska-2000";73,1416666666667;71,0916666666667;938983,333333333;912693,75;26289,5833333333;2,79166666666667
"Nebraska-2001";73,2083333333333;70,9166666666667;945208,916666667;915494,166666667;29714,75;3,15
"Nebraska-2002";73,375;70,675;953139,5;918054,666666667;35084,8333333333;3,68333333333333
"Nebraska-2003";73,9666666666667;71,0583333333333;966920,583333333;928727,833333333;38192,75;3,94166666666667
"Nebraska-2004";74,025;71,15;973481,5;935644;37837,5;3,90833333333333
"Nebraska-2005";73,4416666666667;70,6666666666667;972384,666666667;935789,333333333;36595,3333333333;3,75833333333333
"Nebraska-2006";72,85;70,625;971512,833333333;941835,166666667;29677,6666666667;3,04166666666667
"Nebraska-2007";72,9333333333333;70,8;979224,833333333;950494,25;28730,5833333333;2,925
"Nebraska-2008";73,0416666666667;70,6333333333333;987511,333333333;955286,166666667;32225,1666666667;3,25833333333333
"Nebraska-2009";72,4833333333333;69,125;988227,5;942244,916666667;45982,5833333333;4,65833333333333
"Nebraska-2010";71,5583333333333;68,1833333333333;992015,166666667;945262,333333333;46752,8333333333;4,7
"Nebraska-2011";71,6666666666667;68,5166666666667;1003443,66666667;959233,166666667;44210,5;4,4
"Nebraska-2012";71,8083333333333;69,0083333333333;1012943,5;973500,333333333;39443,1666666667;3,88333333333333
"Nebraska-2013";71,45;68,825;1015185;977855,833333333;37329,1666666667;3,675
"Nebraska-2014";70,7333333333333;68,45;1012567,58333333;979639,416666667;32928,1666666667;3,25
"Nebraska-2015";70,225;68,1083333333333;1011802;981459,75;30342,25;2,98333333333333
"Nebraska-2016";69,9416666666667;67,8;1016063,66666667;984889,333333333;31174,3333333333;3,06666666666667
"Nevada-1990";70,9666666666667;67,6333333333333;666659,916666667;635294,166666667;31365,75;4,7
"Nevada-1991";70,1333333333333;65,9916666666667;700244,166666667;658875,333333333;41368,8333333333;5,9
"Nevada-1992";69,625;64,8916666666667;728803,833333333;679167,5;49636,3333333333;6,8
"Nevada-1993";70,075;65,2166666666667;767478,833333333;714461,75;53017,0833333333;6,9
"Nevada-1994";70,05;65,6833333333333;811686,416666667;761029,833333333;50656,5833333333;6,24166666666667
"Nevada-1995";69,3916666666667;65,525;848459;801191;47268;5,56666666666667
"Nevada-1996";69,5416666666667;66,0166666666667;894549,25;849325,416666667;45223,8333333333;5,05833333333333
"Nevada-1997";69,8833333333333;66,8083333333333;946126,083333333;904661,5;41464,5833333333;4,375
"Nevada-1998";69,1666666666667;66,275;978178,5;937388;40790,5;4,175
"Nevada-1999";69,675;66,9166666666667;1023748,91666667;983032,5;40716,4166666667;3,96666666666667
"Nevada-2000";70,3083333333333;67,425;1070842,08333333;1026729,25;44112,8333333333;4,11666666666667
"Nevada-2001";70,475;66,8333333333333;1113234,25;1055538,75;57695,5;5,19166666666667
"Nevada-2002";69,3833333333333;65,4416666666667;1134186,5;1069790,58333333;64395,9166666667;5,68333333333333
"Nevada-2003";68,0666666666667;64,4666666666667;1150288;1089709,66666667;60578,3333333333;5,28333333333333
"Nevada-2004";67,1;64,125;1178490,08333333;1126064,33333333;52425,75;4,45833333333333
"Nevada-2005";67,525;64,7333333333333;1228415,33333333;1177612,5;50802,8333333333;4,125
"Nevada-2006";68,5666666666667;65,8;1291539,5;1239171,41666667;52368,0833333333;4,06666666666667
"Nevada-2007";69,3583333333333;66,175;1344377,91666667;1282645,5;61732,4166666667;4,59166666666667
"Nevada-2008";69,4583333333333;64,6916666666667;1373088,5;1278565,33333333;94523,1666666667;6,88333333333333
"Nevada-2009";68,4166666666667;60,3916666666667;1367830,91666667;1207416,33333333;160414,583333333;11,725
"Nevada-2010";65,8916666666667;56,8666666666667;1358413,08333333;1171975;186438,083333333;13,7333333333333
"Nevada-2011";65,0083333333333;56,375;1360623,91666667;1179541,16666667;181082,75;13,3166666666667
"Nevada-2012";64,375;56,8916666666667;1366619,83333333;1207821,91666667;158797,916666667;11,6083333333333
"Nevada-2013";63,6333333333333;57,2916666666667;1370939,91666667;1234348,5;136591,416666667;9,96666666666667
"Nevada-2014";62,9583333333333;57,825;1380091,75;1267421,41666667;112670,333333333;8,15833333333333
"Nevada-2015";62,4916666666667;58,2166666666667;1396826,16666667;1301280,58333333;95545,5833333333;6,85
"Nevada-2016";62,0583333333333;58,45;1414405,66666667;1332376,33333333;82029,3333333333;5,80833333333333
"New Hampshire-1990";73,4333333333333;69,575;622735,5;589971,5;32764;5,275
"New Hampshire-1991";73,0583333333333;68,1083333333333;619860,333333333;577703,5;42156,8333333333;6,8
"New Hampshire-1992";72,7166666666667;67,425;618087,25;572975,75;45111,5;7,3
"New Hampshire-1993";72,3666666666667;67,95;620533,166666667;582654,833333333;37878,3333333333;6,1
"New Hampshire-1994";72,225;68,95;625801,25;597691,75;28109,5;4,49166666666667
"New Hampshire-1995";71,9416666666667;69,175;632445,25;608221;24224,25;3,825
"New Hampshire-1996";71,1333333333333;68,4666666666667;636306,166666667;612478,5;23827,6666666667;3,74166666666667
"New Hampshire-1997";71,875;69,4583333333333;652767,333333333;630795;21972,3333333333;3,36666666666667
"New Hampshire-1998";71,9166666666667;69,8666666666667;661925,75;643210,666666667;18715,0833333333;2,83333333333333
"New Hampshire-1999";72,2583333333333;70,275;675587,916666667;657067,833333333;18520,0833333333;2,75
"New Hampshire-2000";72,2166666666667;70,2833333333333;685929,166666667;667672,25;18256,9166666667;2,65
"New Hampshire-2001";71,6666666666667;69,2416666666667;691843,166666667;668413,583333333;23429,5833333333;3,39166666666667
"New Hampshire-2002";71,4583333333333;68,2583333333333;700544,75;669067,166666667;31477,5833333333;4,49166666666667
"New Hampshire-2003";71,3416666666667;68,1416666666667;708855,083333333;677213,75;31641,3333333333;4,46666666666667
"New Hampshire-2004";71,025;68,3333333333333;715438,75;688189,666666667;27249,0833333333;3,8
"New Hampshire-2005";71,2166666666667;68,6333333333333;726006,5;699641,25;26365,25;3,625
"New Hampshire-2006";70,9333333333333;68,4333333333333;732448,833333333;706599,75;25849,0833333333;3,53333333333333
"New Hampshire-2007";70,7666666666667;68,2833333333333;738036,916666667;712150,083333333;25886,8333333333;3,525
"New Hampshire-2008";70,6833333333333;67,9916666666667;742981,583333333;715014,666666667;27966,9166666667;3,76666666666667
"New Hampshire-2009";69,9666666666667;65,675;739832,583333333;694450,333333333;45382,25;6,14166666666667
"New Hampshire-2010";70,05;65,75;739304,833333333;694287,333333333;45017,5;6,08333333333333
"New Hampshire-2011";69,4916666666667;65,7;736689,666666667;696488,5;40201,1666666667;5,45
"New Hampshire-2012";69,325;65,5666666666667;740956,25;700584,166666667;40372,0833333333;5,46666666666667
"New Hampshire-2013";69,1;65,4916666666667;743243;704317,583333333;38925,4166666667;5,25
"New Hampshire-2014";68,6666666666667;65,675;743873;711797;32076;4,325
"New Hampshire-2015";68,5;66,1583333333333;746322,833333333;720896,5;25426,3333333333;3,39166666666667
"New Hampshire-2016";68,55;66,5833333333333;752466,416666667;730872,333333333;21594,0833333333;2,88333333333333
"New Jersey-1990";67,1416666666667;63,7416666666667;4059066,58333333;3853143,16666667;205923,416666667;5,06666666666667
"New Jersey-1991";66,9;62,3583333333333;4064716,58333333;3788589,83333333;276126,75;6,78333333333333
"New Jersey-1992";66,5583333333333;60,8916666666667;4057733,33333333;3712600,25;345133,083333333;8,50833333333333
"New Jersey-1993";65,7166666666667;60,6083333333333;4026911,25;3713983,16666667;312928,083333333;7,775
"New Jersey-1994";66,0416666666667;61,5416666666667;4067280,5;3789848,41666667;277432,083333333;6,825
"New Jersey-1995";66,4333333333333;62,1666666666667;4115857,83333333;3851964,33333333;263893,5;6,41666666666667
"New Jersey-1996";66,9666666666667;62,8583333333333;4184248,33333333;3927818,91666667;256429,416666667;6,11666666666667
"New Jersey-1997";67,425;63,8416666666667;4249255,83333333;4023104,58333333;226151,25;5,325
"New Jersey-1998";66,6833333333333;63,6333333333333;4235754,25;4042201,58333333;193552,666666667;4,55833333333333
"New Jersey-1999";66,9333333333333;63,975;4283072,41666667;4094545,58333333;188526,833333333;4,4
"New Jersey-2000";66,5666666666667;64,1416666666667;4287646,33333333;4131042,83333333;156603,5;3,65
"New Jersey-2001";66,1666666666667;63,375;4293862,66666667;4111524;182338,666666667;4,23333333333333
"New Jersey-2002";66,4916666666667;62,65;4345566,41666667;4094865;250701,416666667;5,76666666666667
"New Jersey-2003";66,0833333333333;62,225;4343705,08333333;4090339,58333333;253365,5;5,84166666666667
"New Jersey-2004";65,8416666666667;62,6083333333333;4347456,08333333;4133538,16666667;213917,916666667;4,925
"New Jersey-2005";66,15;63,2416666666667;4387116,66666667;4192819,83333333;194296,833333333;4,44166666666667
"New Jersey-2006";66,6416666666667;63,5416666666667;4436419,41666667;4231037,83333333;205381,583333333;4,61666666666667
"New Jersey-2007";66,35;63,575;4437067,58333333;4250059,66666667;187007,916666667;4,20833333333333
"New Jersey-2008";66,875;63,2333333333333;4495633,41666667;4250468,5;245164,916666667;5,45
"New Jersey-2009";67,1083333333333;61,1083333333333;4541222,83333333;4135126,66666667;406096,166666667;8,93333333333333
"New Jersey-2010";66,4583333333333;60,025;4559402,41666667;4118771,41666667;440631;9,65833333333333
"New Jersey-2011";65,9583333333333;59,7666666666667;4561838,91666667;4134731,83333333;427107,083333333;9,375
"New Jersey-2012";65,8916666666667;59,7;4577199,83333333;4147707,66666667;429492,166666667;9,38333333333333
"New Jersey-2013";64,925;59,4833333333333;4528301;4148010,91666667;380290,083333333;8,375
"New Jersey-2014";64,2416666666667;59,9;4493705,83333333;4191225,91666667;302479,916666667;6,73333333333333
"New Jersey-2015";64,0916666666667;60,45;4494823,08333333;4238646,41666667;256176,666666667;5,7
"New Jersey-2016";63,9166666666667;60,7583333333333;4493227;4271301,25;221925,75;4,94166666666667
