"...1";"State";"Year.x";"labor force participation rate";"employment-population ratio";"labor force";"employment";"unemployment";"unemployment rate";"n";"Id";"population";"Deaths";"crude_rate";"TOTAL FILINGS";"Post";"TreatPost";"Treat";"NonTreat";"Year.y";"AREA";"DATA TYPE";"TOTAL";"500+";"PercW";"FIPS";"IncidenceRate";"BankrupcyP100k";"TimingCntrl";"Delta";"Abr";"Pairty Law Passed";"Mandated offering laws";"Minimum Mandated Benefit";"Mandated if Offered";"No Law";"AccesstoParity";"NonPairtyLaw";"Pre_Post_Parity";"lcruderate";"Expr";"Expr_No-TreatPost-Period";"Expr_No-TreatPre-Period";"Expr_Treated-Post-Period";"Expr_Treated-Pre-Period";"D_ParityLawPassed";"D_Mandatedofferinglaws";"D_MinimumMandatedBenefit";"D_MandatedifOffered";"D_NoLaw";"D_AccessToParity";"D_NonParityLaw";"lDelta"
"332";596;"Michigan";1991;65;58.9666666666667;4597712.41666667;4170665.91666667;427046.5;9.28333333333333;32;"Michigan_1991";9405654;1142;12.142;25423;0;0;0;1;1991;"Michigan";"Employment";3300668;1534544;0.464919222411948;26;0.00270294867321294;270.294867321294;2.44581926107995;0.602;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.49667051670824;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.050851255628289
"333";597;"Michigan";1992;65.525;59.5833333333333;4670404.66666667;4247082.83333333;423321.833333333;9.06666666666667;32;"Michigan_1992";9481313;1068;11.264;26999;0;0;0;1;1992;"Michigan";"Employment";3337322;1560263;0.467519466206737;26;0.00284760138179174;284.760138179174;2.49667051670824;-0.878;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.42161179941569;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0750587172925559
"334";598;"Michigan";1993;65.85;60.9833333333333;4724986;4376797.25;348188.75;7.35;32;"Michigan_1993";9542498;1084;11.36;23704;0;0;0;1;1993;"Michigan";"Employment";3448372;1618904;0.469469071202295;26;0.00248404558219452;248.404558219452;2.42161179941569;0.0960000000000001;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.43009841329301;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.00848661387731875
"335";599;"Michigan";1994;66.4416666666667;62.4083333333333;4801261;4508913.83333333;292347.166666667;6.08333333333333;32;"Michigan_1994";9601374;1036;10.79;22054;0;0;0;1;1994;"Michigan";"Employment";3541690;1668523;0.47110927269185;26;0.00229696291384962;229.696291384962;2.43009841329301;-0.57;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.37861977927004;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.051478634022962
"336";600;"Michigan";1995;66.2916666666667;62.75;4830842.33333333;4574377.83333333;256464.5;5.31666666666667;32;"Michigan_1995";9678159;980;10.126;24628;0;0;0;1;1995;"Michigan";"Employment";3704100;1762916;0.475936394805756;26;0.00254469884200084;254.469884200084;2.37861977927004;-0.664;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.31510637354772;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0635134057223259
"337";601;"Michigan";1996;66.4666666666667;63.225;4892997.75;4653404.91666667;239592.833333333;4.89166666666667;32;"Michigan_1996";9761416;1114;11.412;31799;0;0;0;1;1996;"Michigan";"Employment";3757958;1799332;0.478805776967172;26;0.00325762164013909;325.762164013909;2.31510637354772;1.286;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.43466543335125;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.119559059803537
"338";602;"Michigan";1997;67.05;64.1833333333333;4963254.41666667;4750698.83333333;212555.583333333;4.29166666666667;32;"Michigan_1997";9811768;1010;10.294;39609;0;0;0;1;1997;"Michigan";"Employment";3844460;1836355;0.477662662636625;26;0.0040368871338988;403.68871338988;2.43466543335125;-1.118;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.33156120123056;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.103104232120691
"339";603;"Michigan";1998;67.5166666666667;64.8666666666667;5020050.66666667;4820847.83333333;199202.833333333;3.975;32;"Michigan_1998";9851606;969;9.836;40744;1;0;0;1;1998;"Michigan";"Employment";3919567;1897856;0.484200423158987;26;0.00413577238066565;413.577238066565;2.33156120123056;-0.458;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.28604912435395;"No-TreatPost-Period";1;0;0;0;0;0;0;0;1;0;0;-0.0455120768766166
"340";604;"Michigan";1999;68.3;65.7416666666667;5103008.75;4912075.33333333;190933.416666667;3.74166666666667;32;"Michigan_1999";9897116;974;9.841;37252;1;0;0;1;1999;"Michigan";"Employment";3996300;1966455;0.492068913745214;26;0.00376392476353718;376.392476353718;2.28604912435395;0.00499999999999901;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.28655733191685;"No-TreatPost-Period";1;0;0;0;0;0;0;0;1;0;0;0.000508207562902374
"341";605;"Michigan";2000;68.625;66.1;5158466.08333333;4968259.41666667;190206.666666667;3.69166666666667;32;"Michigan_2000";9938444;974;9.8;36412;1;0;0;1;2000;"Michigan";"Employment";4072786;2004828;0.49224977693402;26;0.00366375259547672;366.375259547672;2.28655733191685;-0.0409999999999986;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.28238238567653;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;-0.004174946240322
"342";606;"Michigan";2001;67.825;64.3333333333333;5136561.91666667;4871147.83333333;265414.083333333;5.15833333333333;32;"Michigan_2001";9991120;1049;10.499;46826;1;0;0;1;2001;"Michigan";"Employment";4008572;1972126;0.491977192875667;26;0.00468676184451793;468.676184451793;2.28238238567653;0.699;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.3512800145328;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0688976288562779
"343";607;"Michigan";2002;66.0833333333333;62;5035814.66666667;4723716.5;312098.166666667;6.19166666666667;32;"Michigan_2002";10015710;1106;11.043;55607;1;0;0;1;2002;"Michigan";"Employment";3889825;1913440;0.491909019043273;26;0.00555197784280895;555.197784280895;2.3512800145328;0.543999999999999;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.40179674306499;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0505167285321892
"344";608;"Michigan";2003;65.675;61.0083333333333;5035476.58333333;4678458.5;357018.083333333;7.09166666666667;32;"Michigan_2003";10041152;1027;10.228;62754;1;0;0;1;2003;"Michigan";"Employment";3885221;1883630;0.484819267681298;26;0.00624968131146705;624.968131146705;2.40179674306499;-0.815;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.32512905742894;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;-0.0766676856360533
"345";609;"Michigan";2004;65.5833333333333;61.025;5053805.25;4702857.91666667;350947.333333333;6.95;32;"Michigan_2004";10055315;1097;10.91;64212;1;0;0;1;2004;"Michigan";"Employment";3895914;1865064;0.478723092963551;26;0.00638587652400745;638.587652400745;2.32512905742894;0.682;"MI";0;0;2000;0;0;0;2000;"No-Parity";2.38967979984498;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.064550742416039
"346";622;"Minnesota";1990;73.2666666666667;69.825;2396233.33333333;2283724;112509.333333333;4.70833333333333;32;"Minnesota_1990";4374144;546;12.482;15100;0;0;1;1;1990;"Minnesota";"Employment";1832236;817035;0.445922359346722;27;0.0034521040002341;345.21040002341;NA;NA;"MN";1995;0;0;0;0;1995;0;"Pre-Pairty";2.52428760651185;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;NA
"347";623;"Minnesota";1991;73.4583333333333;69.7083333333333;2430536.33333333;2306161.16666667;124375.166666667;5.10833333333333;32;"Minnesota_1991";4442550;511;11.502;17580;0;0;1;1;1991;"Minnesota";"Employment";1842020;827041;0.448985895918611;27;0.00395718675085255;395.718675085255;2.52428760651185;-0.979999999999999;"MN";1995;0;0;0;0;1995;0;"Pre-Pairty";2.44252093329156;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0817666732202884
"348";624;"Minnesota";1992;73.6833333333333;69.9583333333333;2464563.91666667;2340290.41666667;124273.5;5.03333333333333;32;"Minnesota_1992";4496148;513;11.41;16775;0;0;1;1;1992;"Minnesota";"Employment";1867003;838418;0.449071586922999;27;0.00373097148937268;373.097148937268;2.44252093329156;-0.0920000000000005;"MN";1995;0;0;0;0;1995;0;"Pre-Pairty";2.43449016387398;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0080307694175783
"349";625;"Minnesota";1993;74.1;70.5166666666667;2514312.25;2392608.41666667;121703.833333333;4.84166666666667;32;"Minnesota_1993";4556938;498;10.928;14729;0;0;1;1;1993;"Minnesota";"Employment";1944204;871570;0.44829143443795;27;0.00323221426317409;323.221426317409;2.43449016387398;-0.481999999999999;"MN";1995;0;0;0;0;1995;0;"Pre-Pairty";2.39132830282843;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.04316186104555
"350";626;"Minnesota";1994;75.0083333333333;71.9833333333333;2580703.83333333;2476970.5;103733.333333333;4.01666666666667;32;"Minnesota_1994";4611776;494;10.712;13704;0;0;1;1;1994;"Minnesota";"Employment";1995049;904301;0.453272576262538;27;0.00297152333504489;297.152333504489;2.39132830282843;-0.216000000000001;"MN";1995;0;0;0;0;1995;0;"Pre-Pairty";2.37136460838887;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0199636944395629
"351";627;"Minnesota";1995;75.3083333333333;72.5166666666667;2626652.91666667;2530289.33333333;96363.5833333333;3.66666666666667;32;"Minnesota_1995";4661111;520;11.156;14835;0;0;1;0;1995;"Minnesota";"Employment";2072081;948861;0.457926596498882;27;0.00318271759672748;318.271759672748;2.37136460838887;0.444000000000001;"MN";1995;0;0;0;0;1995;0;"Post-Parity";2.41197746976524;"Treated-Pre-Period";0;0;0;1;1;0;0;0;0;1;0;0.040612861376371
"352";628;"Minnesota";1996;75.2416666666667;72.4083333333333;2663897.41666667;2562940.58333333;100956.833333333;3.78333333333333;32;"Minnesota_1996";4713977;491;10.416;18236;0;0;1;0;1996;"Minnesota";"Employment";2134778;995572;0.466358562810747;27;0.00386849575210061;386.849575210061;2.41197746976524;-0.74;"MN";1995;0;0;0;0;1995;0;"Post-Parity";2.34334308546621;"Treated-Pre-Period";0;0;0;1;1;0;0;0;0;1;0;-0.0686343842990289
"353";629;"Minnesota";1997;74.95;72.5416666666667;2687041.75;2600488.25;86553.5;3.225;32;"Minnesota_1997";4764459;472;9.907;13704;0;0;1;0;1997;"Minnesota";"Employment";2195621;1031163;0.469645262092137;27;0.00287629718295404;287.629718295404;2.34334308546621;-0.509;"MN";1995;0;0;0;0;1995;0;"Post-Parity";2.29324157799089;"Treated-Pre-Period";0;0;0;1;1;0;0;0;0;1;0;-0.0501015074753206
"354";630;"Minnesota";1998;74.9;72.9166666666667;2716739.33333333;2644092;72647.3333333333;2.675;32;"Minnesota_1998";4815103;459;9.533;18866;1;1;1;0;1998;"Minnesota";"Employment";2271671;1100955;0.484645443816468;27;0.00391808856425294;391.808856425294;2.29324157799089;-0.374000000000001;"MN";1995;0;0;0;0;1995;0;"Post-Parity";2.25475946351144;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0384821144794518
"355";631;"Minnesota";1999;74.7;72.6666666666667;2747707.33333333;2673058.08333333;74649.25;2.70833333333333;32;"Minnesota_1999";4873481;437;8.967;15853;1;1;1;0;1999;"Minnesota";"Employment";2338642;1148359;0.491036678551057;27;0.00325291100960484;325.291100960484;2.25475946351144;-0.565999999999999;"MN";1995;0;0;0;0;1995;0;"Post-Parity";2.19355117196991;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0612082915415306
"356";632;"Minnesota";2000;75.025;72.75;2799238.08333333;2714339.08333333;84899;3.03333333333333;32;"Minnesota_2000";4919479;440;8.944;15314;1;1;1;0;2000;"Minnesota";"Employment";2395361;1174607;0.490367422697456;27;0.00311293126772164;311.293126772164;2.19355117196991;-0.0229999999999997;"MN";1995;0;0;0;0;1995;0;"Post-Parity";2.19098291641274;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.00256825555716711
"357";633;"Minnesota";2001;75.3333333333333;72.4833333333333;2847680.5;2740281.5;107399;3.775;32;"Minnesota_2001";4982796;478;9.593;18704;1;1;1;0;2001;"Minnesota";"Employment";2418159;1192422;0.493111495149823;27;0.00375371578527397;375.371578527397;2.19098291641274;0.648999999999999;"MN";1995;0;0;0;0;1995;0;"Post-Parity";2.26103366583581;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0700507494230669
"358";634;"Minnesota";2002;75.1583333333333;71.8;2873470.5;2744959;128511.5;4.46666666666667;32;"Minnesota_2002";5018935;494;9.843;19487;1;1;1;0;2002;"Minnesota";"Employment";2359593;1153614;0.488903806715819;27;0.00388269622937934;388.269622937934;2.26103366583581;0.25;"MN";1995;0;0;0;0;1995;0;"Post-Parity";2.28676054264707;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0257268768112637
"359";635;"Minnesota";2003;74.9416666666667;71.35;2892974.16666667;2754436.5;138537.666666667;4.78333333333333;32;"Minnesota_2003";5053572;497;9.835;20987;1;1;1;0;2003;"Minnesota";"Employment";2382177;1152070;0.483620654552537;27;0.00415290412405324;415.290412405324;2.28676054264707;-0.00799999999999912;"MN";1995;0;0;0;0;1995;0;"Post-Parity";2.28594745184102;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.00081309080605152
"360";636;"Minnesota";2004;74.2833333333333;70.875;2892047.08333333;2759484.16666667;132562.916666667;4.58333333333333;32;"Minnesota_2004";5087713;522;10.26;17970;1;1;1;0;2004;"Minnesota";"Employment";2393126;1148769;0.48002863200684;27;0.00353203885517913;353.203885517913;2.28594745184102;0.424999999999999;"MN";1995;0;0;0;0;1995;0;"Post-Parity";2.32825283974262;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0423053879016009
"361";649;"Mississippi";1990;62.2083333333333;57.4916666666667;1178343.41666667;1089029;89314.4166666667;7.58333333333333;32;"Mississippi_1990";2575063;289;11.223;11228;0;0;0;1;1990;"Mississippi";"Employment";724749;337978;0.466338001156262;28;0.00436028167077854;436.028167077854;NA;NA;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.41796524403412;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;NA
"362";650;"Mississippi";1991;61.85;56.6333333333333;1184239.33333333;1084657.83333333;99581.5;8.39166666666667;32;"Mississippi_1991";2601024;325;12.495;12783;0;0;0;1;1991;"Mississippi";"Employment";729650;344601;0.472282601247173;28;0.00491460286410275;491.460286410275;2.41796524403412;1.272;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.52532856428692;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.107363320252797
"363";651;"Mississippi";1992;61.8166666666667;56.875;1192344.91666667;1097235.25;95109.6666666667;7.975;32;"Mississippi_1992";2624678;333;12.687;12137;0;0;0;1;1992;"Mississippi";"Employment";748918;358237;0.478339417666554;28;0.0046241862811362;462.41862811362;2.52532856428692;0.192;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.54057784715846;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.0152492828715456
"364";652;"Mississippi";1993;62.1833333333333;57.9916666666667;1213023.83333333;1131436.75;81587.0833333333;6.73333333333333;32;"Mississippi_1993";2656371;327;12.31;10345;0;0;0;1;1993;"Mississippi";"Employment";796551;388345;0.487533127194618;28;0.00389441083342651;389.441083342651;2.54057784715846;-0.376999999999999;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.51041194019636;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.030165906962099
"365";653;"Mississippi";1994;62.9333333333333;58.975;1243381.66666667;1165128.33333333;78253.3333333333;6.29166666666667;32;"Mississippi_1994";2690511;315;11.708;9894;0;0;0;1;1994;"Mississippi";"Employment";834922;416440;0.498777131276934;28;0.00367736835121655;367.736835121655;2.51041194019636;-0.602;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.46027236882964;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0501395713667225
"366";654;"Mississippi";1995;62.6583333333333;58.775;1254637.83333333;1177020.08333333;77617.75;6.2;32;"Mississippi_1995";2724100;319;11.71;11824;0;0;0;1;1995;"Mississippi";"Employment";870719;434954;0.499534292923435;28;0.00434051613376895;434.051613376895;2.46027236882964;0.00200000000000067;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.46044317760963;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.00017080877998632
"367";655;"Mississippi";1996;62.3833333333333;58.65;1263496.83333333;1187762.83333333;75734;5.99166666666667;32;"Mississippi_1996";2749883;310;11.273;15743;0;0;0;1;1996;"Mississippi";"Employment";883297;441517;0.499851125951973;28;0.0057249708442141;572.49708442141;2.46044317760963;-0.437000000000001;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.42241048606239;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0380326915472318
"368";656;"Mississippi";1997;62.1916666666667;58.6583333333333;1273116;1200601.41666667;72514.5833333333;5.7;32;"Mississippi_1997";2778557;339;12.201;19269;0;0;0;1;1997;"Mississippi";"Employment";909746;468091;0.514529330164683;28;0.00693489462336026;693.489462336026;2.42241048606239;0.928000000000001;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.5015179155932;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.079107429530803
"369";657;"Mississippi";1998;61.7166666666667;58.4916666666667;1276244.83333333;1209436.5;66808.3333333333;5.24166666666667;32;"Mississippi_1998";2807091;329;11.72;18700;1;0;0;1;1998;"Mississippi";"Employment";937023;487630;0.520403447940979;28;0.00666170067162055;666.170067162055;2.5015179155932;-0.481;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.46129678414887;"No-TreatPost-Period";1;0;0;0;0;0;0;0;1;0;0;-0.0402211314443304
"370";658;"Mississippi";1999;61.5833333333333;58.45;1283993.33333333;1218422.58333333;65570.75;5.10833333333333;32;"Mississippi_1999";2828408;304;10.748;17750;1;0;0;1;1999;"Mississippi";"Employment";948883;495943;0.522659801050288;28;0.00627561511634814;627.561511634814;2.46129678414887;-0.972000000000001;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.37471969075324;"No-TreatPost-Period";1;0;0;0;0;0;0;0;1;0;0;-0.086577093395622
"371";659;"Mississippi";2000;62.4833333333333;59.1583333333333;1309984.75;1240061.58333333;69923.1666666667;5.325;32;"Mississippi_2000";2844658;293;10.3;18458;1;0;0;1;2000;"Mississippi";"Employment";956781;499450;0.522010784077025;28;0.00648865346906377;648.865346906377;2.37471969075324;-0.447999999999999;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.33214389523559;"No-TreatPost-Period";1;0;0;0;0;0;0;0;1;0;0;-0.0425757955176547
"372";660;"Mississippi";2001;61.5083333333333;58.1333333333333;1294288.08333333;1223221.08333333;71067;5.49166666666667;32;"Mississippi_2001";2852994;328;11.497;22116;1;0;0;1;2001;"Mississippi";"Employment";926868;476047;0.51360819447861;28;0.00775185647078122;775.185647078122;2.33214389523559;1.197;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.4420861317716;"No-TreatPost-Period";1;0;0;0;0;0;0;0;1;0;0;0.109942236536013
"373";661;"Mississippi";2002;61.1333333333333;57.2;1290895.16666667;1208021.5;82873.6666666667;6.425;32;"Mississippi_2002";2858681;343;11.999;22397;1;0;0;1;2002;"Mississippi";"Employment";904252;451789;0.49962731627909;28;0.00783473217193524;783.473217193524;2.4420861317716;0.502000000000001;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.48482331298225;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0427371812106485
"374";662;"Mississippi";2003;61.5166666666667;57.725;1304305.75;1224179.75;80126;6.14166666666667;32;"Mississippi_2003";2868312;336;11.714;22246;1;0;0;1;2003;"Mississippi";"Employment";912157;450872;0.494292101030853;28;0.00775578110052184;775.578110052184;2.48482331298225;-0.285;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.46078470766759;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;-0.0240386053146611
"375";663;"Mississippi";2004;61.5833333333333;57.8;1314868.33333333;1234190.41666667;80677.9166666667;6.15833333333333;32;"Mississippi_2004";2889010;350;12.115;21177;1;0;0;1;2004;"Mississippi";"Employment";928313;455315;0.490475733938876;28;0.00733019269576775;733.019269576775;2.46078470766759;0.401;"MS";0;0;2002;0;0;0;2002;"No-Parity";2.49444435426849;"No-TreatPost-Period";1;0;0;0;0;0;1;0;0;0;1;0.0336596466008983
"376";676;"Missouri";1990;67.5166666666667;63.525;2606793.33333333;2452399.41666667;154393.916666667;5.91666666666667;32;"Missouri_1990";5119810;708;13.829;14847;0;0;0;1;1990;"Missouri";"Employment";2013440;970121;0.481822651780038;29;0.00289991230143306;289.991230143306;NA;NA;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.62676783648252;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;NA
"377";677;"Missouri";1991;67.6666666666667;63.2;2633958.83333333;2460870.5;173088.333333333;6.56666666666667;32;"Missouri_1991";5173480;714;13.801;18735;0;0;0;1;1991;"Missouri";"Employment";1990486;965374;0.484994117014639;29;0.00362135351832809;362.135351832809;2.62676783648252;-0.0280000000000005;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.6247410533059;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.00202678317661853
"378";678;"Missouri";1992;67.375;63.2166666666667;2642546.08333333;2479329.83333333;163216.25;6.175;32;"Missouri_1992";5218259;626;11.996;18532;0;0;0;1;1992;"Missouri";"Employment";2009673;965428;0.480390590907078;29;0.00355137604323588;355.137604323588;2.6247410533059;-1.805;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.48457326088676;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.14016779241914
"379";679;"Missouri";1993;67.8083333333333;63.6;2686994.83333333;2519906.66666667;167088.166666667;6.225;32;"Missouri_1993";5273201;672;12.744;15074;0;0;0;1;1993;"Missouri";"Employment";2040272;974538;0.477651019079809;29;0.00285860523807077;285.860523807077;2.48457326088676;0.747999999999999;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.54506057260775;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.0604873117209848
"380";680;"Missouri";1994;68.3833333333333;64.85;2740115.33333333;2598469.66666667;141645.666666667;5.175;32;"Missouri_1994";5326464;728;13.668;14720;0;0;0;1;1994;"Missouri";"Employment";2101086;1007507;0.479517259169782;29;0.00276355946459039;276.355946459039;2.54506057260775;0.923999999999999;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.61505733425305;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.0699967616452981
"381";681;"Missouri";1995;70.1333333333333;66.7916666666667;2840265;2703787.25;136477.75;4.825;32;"Missouri_1995";5379909;721;13.402;16757;0;0;0;1;1995;"Missouri";"Employment";2168659;1044737;0.4817433261753;29;0.003114736699078;311.4736699078;2.61505733425305;-0.266;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.59540394955098;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.0196533847020666
"382";682;"Missouri";1996;70.725;67.4;2893944.91666667;2757546.25;136398.666666667;4.70833333333333;32;"Missouri_1996";5434012;760;13.986;22103;0;0;0;1;1996;"Missouri";"Employment";2210516;1078729;0.487998729708358;29;0.00406752874303553;406.752874303553;2.59540394955098;0.584000000000001;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.63805682928168;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;0.0426528797306962
"383";683;"Missouri";1997;70.9333333333333;67.8416666666667;2931101.25;2803446.33333333;127654.916666667;4.35;32;"Missouri_1997";5483268;710;12.948;14720;0;0;0;1;1997;"Missouri";"Employment";2281643;1134882;0.497396832019733;29;0.00268453046613808;268.453046613808;2.63805682928168;-1.038;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.560941336064;"No-TreatPre-Period";0;1;0;0;0;0;0;0;1;0;0;-0.077115493217677
"384";684;"Missouri";1998;70.7416666666667;67.9;2946422.5;2827807.16666667;118615.333333333;4.03333333333333;32;"Missouri_1998";5524750;698;12.634;28265;1;0;0;1;1998;"Missouri";"Employment";2310122;1161258;0.502682542307289;29;0.00511606860038916;511.606860038916;2.560941336064;-0.314;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.53639159247651;"No-TreatPost-Period";1;0;0;0;0;0;0;0;1;0;0;-0.0245497435874893
"385";685;"Missouri";1999;70.1583333333333;67.8916666666667;2947411.25;2852438;94973.25;3.23333333333333;32;"Missouri_1999";5561948;700;12.586;27029;1;0;0;1;1999;"Missouri";"Employment";2350965;1186405;0.504645964529459;29;0.00485962831727301;485.962831727301;2.53639159247651;-0.048;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.53258508510474;"No-TreatPost-Period";1;0;0;0;0;0;0;0;1;0;0;-0.0038065073717668
"386";686;"Missouri";2000;70.1666666666667;67.7583333333333;2971885.08333333;2870511.91666667;101373.166666667;3.41666666666667;32;"Missouri_2000";5595211;699;12.493;26020;1;0;0;1;2000;"Missouri";"Employment";2398979;1208894;0.503920209389078;29;0.00465040549855939;465.040549855939;2.53258508510474;-0.093;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.52516848744969;"No-TreatPost-Period";1;0;0;0;0;0;0;1;0;0;1;-0.00741659765504998
"387";687;"Missouri";2001;69.9166666666667;66.775;2987197.83333333;2852849.83333333;134348;4.49166666666667;32;"Missouri_2001";5641142;721;12.781;30704;1;0;0;1;2001;"Missouri";"Employment";2404489;1215144;0.505364757335134;29;0.00544286954662726;544.286954662726;2.52516848744969;0.288;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.54795969314958;"No-TreatPost-Period";1;0;0;0;0;0;0;1;0;0;1;0.0227912056998854
"388";688;"Missouri";2002;69.1583333333333;65.5083333333333;2981217.58333333;2823788.83333333;157428.75;5.28333333333333;32;"Missouri_2002";5674825;691;12.177;34291;1;0;0;1;2002;"Missouri";"Employment";2354230;1181689;0.501942885784312;29;0.00604265329767878;604.265329767878;2.54795969314958;-0.604000000000001;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.49954892652487;"No-TreatPost-Period";1;0;0;0;0;0;0;1;0;0;1;-0.0484107666247069
"389";689;"Missouri";2003;68.6416666666667;64.75;2982964.5;2814222.16666667;168742.333333333;5.65833333333333;32;"Missouri_2003";5709403;677;11.858;37830;1;0;0;1;2003;"Missouri";"Employment";2387761;1189639;0.498223649686882;29;0.00662591167587925;662.591167587925;2.49954892652487;-0.318999999999999;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.47300274528518;"No-TreatPost-Period";1;0;0;0;0;0;0;1;0;0;1;-0.0265461812396945
"390";690;"Missouri";2004;68.2916666666667;64.2833333333333;2995635.91666667;2819680.41666667;175955.5;5.875;32;"Missouri_2004";5747741;712;12.387;37605;1;0;0;1;2004;"Missouri";"Employment";2421450;1201152;0.496046583658552;29;0.00654257037677933;654.257037677933;2.47300274528518;0.529;"MO";0;0;0;2000;0;0;2000;"No-Parity";2.51664753557206;"No-TreatPost-Period";1;0;0;0;0;0;0;1;0;0;1;0.0436447902868871
