"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Washington"	"53"	"2011"	"2011"	1020	6822520	14.950
	"Washington"	"53"	"2012"	"2012"	1038	6895226	15.054
	"Washington"	"53"	"2013"	"2013"	1025	6968006	14.710
	"Washington"	"53"	"2014"	"2014"	1114	7054196	15.792
	"Washington"	"53"	"2015"	"2015"	1134	7160290	15.837
	"Washington"	"53"	"2016"	"2016"	1134	7288000	15.560
	"West Virginia"	"54"	"1999"	"1999"	229	1811799	12.639
	"West Virginia"	"54"	"2000"	"2000"	244	1808344	13.493
	"West Virginia"	"54"	"2001"	"2001"	282	1801481	15.654
	"West Virginia"	"54"	"2002"	"2002"	276	1805414	15.287
	"West Virginia"	"54"	"2003"	"2003"	266	1812295	14.678
	"West Virginia"	"54"	"2004"	"2004"	285	1816438	15.690
	"West Virginia"	"54"	"2005"	"2005"	254	1820492	13.952
	"West Virginia"	"54"	"2006"	"2006"	265	1827912	14.497
	"West Virginia"	"54"	"2007"	"2007"	300	1834052	16.357
	"West Virginia"	"54"	"2008"	"2008"	261	1840310	14.182
	"West Virginia"	"54"	"2009"	"2009"	251	1847775	13.584
	"West Virginia"	"54"	"2010"	"2010"	279	1852994	15.057
	"West Virginia"	"54"	"2011"	"2011"	306	1854972	16.496
	"West Virginia"	"54"	"2012"	"2012"	326	1856560	17.559
	"West Virginia"	"54"	"2013"	"2013"	323	1853231	17.429
	"West Virginia"	"54"	"2014"	"2014"	359	1848514	19.421
	"West Virginia"	"54"	"2015"	"2015"	340	1841053	18.468
	"West Virginia"	"54"	"2016"	"2016"	361	1831102	19.715
	"Wisconsin"	"55"	"1999"	"1999"	593	5332666	11.120
	"Wisconsin"	"55"	"2000"	"2000"	590	5363675	11.000
	"Wisconsin"	"55"	"2001"	"2001"	638	5406835	11.800
	"Wisconsin"	"55"	"2002"	"2002"	624	5445162	11.460
	"Wisconsin"	"55"	"2003"	"2003"	645	5479203	11.772
	"Wisconsin"	"55"	"2004"	"2004"	662	5514026	12.006
	"Wisconsin"	"55"	"2005"	"2005"	641	5546166	11.558
	"Wisconsin"	"55"	"2006"	"2006"	667	5577655	11.958
	"Wisconsin"	"55"	"2007"	"2007"	729	5610775	12.993
	"Wisconsin"	"55"	"2008"	"2008"	740	5640996	13.118
	"Wisconsin"	"55"	"2009"	"2009"	722	5669264	12.735
	"Wisconsin"	"55"	"2010"	"2010"	790	5686986	13.891
	"Wisconsin"	"55"	"2011"	"2011"	745	5709640	13.048
	"Wisconsin"	"55"	"2012"	"2012"	723	5726177	12.626
	"Wisconsin"	"55"	"2013"	"2013"	850	5742854	14.801
	"Wisconsin"	"55"	"2014"	"2014"	767	5758377	13.320
	"Wisconsin"	"55"	"2015"	"2015"	874	5767891	15.153
	"Wisconsin"	"55"	"2016"	"2016"	865	5778708	14.969
	"Wyoming"	"56"	"1999"	"1999"	98	491780	19.928
	"Wyoming"	"56"	"2000"	"2000"	83	493782	16.809
	"Wyoming"	"56"	"2001"	"2001"	83	494657	16.779
	"Wyoming"	"56"	"2002"	"2002"	105	500017	20.999
	"Wyoming"	"56"	"2003"	"2003"	109	503453	21.650
	"Wyoming"	"56"	"2004"	"2004"	88	509106	17.285
	"Wyoming"	"56"	"2005"	"2005"	90	514157	17.504
	"Wyoming"	"56"	"2006"	"2006"	116	522667	22.194
	"Wyoming"	"56"	"2007"	"2007"	101	534876	18.883
	"Wyoming"	"56"	"2008"	"2008"	124	546043	22.709
	"Wyoming"	"56"	"2009"	"2009"	111	559851	19.827
	"Wyoming"	"56"	"2010"	"2010"	131	563626	23.242
	"Wyoming"	"56"	"2011"	"2011"	131	567725	23.075
	"Wyoming"	"56"	"2012"	"2012"	171	576765	29.648
	"Wyoming"	"56"	"2013"	"2013"	129	582684	22.139
	"Wyoming"	"56"	"2014"	"2014"	120	583642	20.561
	"Wyoming"	"56"	"2015"	"2015"	157	586555	26.766
	"Wyoming"	"56"	"2016"	"2016"	144	585501	24.594
"---"
"Dataset: Compressed Mortality, 1999-2016"
"Query Parameters:"
"ICD-10 Codes: X60-X84 (Intentional self-harm)"
"Group By: State; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Nov 13, 2021 5:06:42 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2016 on CDC WONDER Online Database, released June 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No."
"2U, 2016, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Nov 13, 2021 5:06:42 PM"
"---"
Caveats:
"1. About sub-national population figures for regions, divisions, states and counties: population figures for 1999 are from the"
"1990-1999 series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010"
"are bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2015 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2015 series released by NCHS on June 28, 2016."
"2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"3. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2014-Revision."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#California-Reporting-Anomalies."
"5. Circumstances in Georgia for the years 2008-2009 have resulted in unusually high death counts for the ICD-10 cause of death"
"code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data. More"
"information: http://wonder.cdc.gov/wonder/help/cmf.html#Georgia-Reporting-Anomalies."
"6. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#New-Jersey-Reporting-Anomalies."
